orig.ident	dataset	n_cells	mt_qc_available	n_MT_features	count_median_log	count_MAD_old	count_MAD_standard	A_count_lower	A_count_upper	B_count_lower	B_count_upper	D_count_lower	D_count_upper	E_count_lower	E_count_upper	feature_median_log	feature_MAD_old	feature_MAD_standard	A_feature_lower	A_feature_upper	B_feature_lower	B_feature_upper	D_feature_lower	D_feature_upper	E_feature_lower	E_feature_upper	mt_median	mt_MAD_old	mt_MAD_standard	mt_cutoff_old	mt_cutoff_standard	hb_cutoff
CNP0000460_P01N	CNP0000460	12987	TRUE	37	8.14031554015999	0.814508037564212	1.2075896164927	5.69679142746735	10.5838396528526	5.69679142746735	12.212855727981	4.51754669068188	14.1782636226235	4.51754669068188	11.7630843896381	7.3790081276283	0.558723647631805	0.828363679978914	5.70283718473289	9.05517907052372	5.70283718473289	10.1726263657873	4.89391708769156	11.5208265275229	4.89391708769156	9.86409916756504	8.44189682126107	2.61207791776318	3.87266672087569	16.2781305745506	20.0598969838882	5
CNP0000460_P01T	CNP0000460	10900	TRUE	37	9.02177938856961	0.715120779219061	1.06023806727018	6.87641705091242	11.1671417262268	6.87641705091242	12.5973832846649	5.84106518675906	14.3229697249205	5.84106518675906	12.2024935903801	8.01532725445282	0.417429303931037	0.618880686008155	6.76303934265971	9.26761516624593	6.76303934265971	10.102473774108	6.15868519642835	11.1097306844936	6.15868519642835	9.87196931247729	8.40438972576251	3.29475131152834	4.88479829447192	18.2886436603475	23.0587846091783	5
CNP0000460_P02N	CNP0000460	4372	TRUE	37	8.15966069617699	0.488122061092137	0.723689767775203	6.69529451290057	9.6240268794534	6.69529451290057	10.6002710016377	5.98859139285138	11.778109535053	5.98859139285138	10.3307299995026	7.35308192051543	0.273936511204633	0.406138271511989	6.53127238690153	8.17489145412933	6.53127238690153	8.7227644765386	6.13466710597947	9.38377327807537	6.13466710597947	8.5714967350514	4.15620548759573	1.68903820570383	2.5041680437765	9.22332010470723	11.6687096189252	5
CNP0000460_P02T	CNP0000460	10006	TRUE	37	8.25608813381491	0.630980985576009	0.935492409214991	6.36314517708688	10.1490310905429	6.36314517708688	11.410993061695	5.44961090616994	12.9335501798899	5.44961090616994	11.0625653614599	7.34794382314869	0.441510742937986	0.654583827479858	6.02341159433473	8.67247605196264	6.02341159433473	9.55549753783862	5.38419234070911	10.620862960548	5.38419234070911	9.31169530558826	10.7577476989189	4.25067464181388	6.30205022395326	23.5097716243605	25	5
CNP0000460_P03N	CNP0000460	5911	TRUE	37	8.36822903827628	0.571759795190221	0.847691072349022	6.65294965270562	10.0835084238469	6.65294965270562	11.2270280142274	5.82515582122921	12.6066844000214	5.82515582122921	10.9113022553233	7.46221493976819	0.400667094873302	0.594029034859157	6.26021365514828	8.66421622438809	6.26021365514828	9.4655504141347	5.68012783519072	10.432360114064	5.68012783519072	9.24430204434566	6.65035587188612	2.43224887600135	3.6060521835596	13.9471024998902	17.4685124225649	5
CNP0000460_P03T	CNP0000460	5410	TRUE	37	7.99917508297862	0.55814803442518	0.827510275838771	6.32473097970308	9.67361918625416	6.32473097970308	10.7899152551045	5.5166442554623	12.1367264621725	5.5166442554623	10.4817059104949	7.19406133474772	0.379518437487765	0.562674035419361	6.05550602228443	8.33261664721102	6.05550602228443	9.09165352218655	5.50603922848964	10.0074315118445	5.50603922848964	8.8820834410058	7.13435768389552	2.47955706031857	3.67619129762832	14.5730288648512	18.1629315767805	5
CNP0000460_P04T	CNP0000460	12294	TRUE	37	8.17329343896623	0.660675894291717	0.9795180808769	6.19126575609108	10.1553211218414	6.19126575609108	11.4766729104248	5.23473919633553	13.0708838433507	5.23473919633553	11.1118476815969	7.35755620091035	0.458841666580365	0.680278654872049	5.98103120116926	8.73408120065145	5.98103120116926	9.65176453381218	5.31672023629421	10.7589494752706	5.31672023629421	9.3983921655265	9.09090909090909	3.95601708301794	5.86519092728239	20.9589603399629	25	5
CNP0000460_P05N	CNP0000460	4615	TRUE	37	7.62168499872461	0.47648886372744	0.706442389362302	6.19221840754229	9.05115158990693	6.19221840754229	10.0041293173618	5.50235783063771	11.1538969455361	5.50235783063771	9.74101216681152	7.03174125876313	0.358443290995474	0.53142802322989	5.95641138577671	8.10707113174955	5.95641138577671	8.8239577137405	5.43745718907346	9.68888137491258	5.43745718907346	8.6260253284528	5.56088207094918	2.42166460052152	3.59035993673321	12.8258758725138	16.3319618811488	5
CNP0000460_P05T	CNP0000460	9674	TRUE	37	8.34021732094704	0.712672930458532	1.05660888669782	6.20219852957144	10.4782361123226	6.20219852957144	11.9035819732397	5.17039066085358	13.6232617544361	5.17039066085358	11.5100439810405	7.59664337110437	0.492992453970666	0.73091061225691	6.11766600919237	9.07562073301637	6.11766600919237	10.0616056409577	5.40391153433364	11.2511964323889	5.40391153433364	9.7893752078751	7.62812634004149	3.09947933939659	4.59528806858938	16.9265643582312	21.4139905458096	5
CNP0000460_P06T	CNP0000460	8960	TRUE	37	7.7942051476153	0.569836864306764	0.844840135021209	6.08469455469501	9.50371574053559	6.08469455469501	10.6433894691491	5.25968474255167	12.0184058227213	5.25968474255167	10.3287255526789	7.08673793451058	0.413238606441545	0.612667557910234	5.84702211518594	8.32645375383521	5.84702211518594	9.1529309667183	5.24873526077987	10.1500757240617	5.24873526077987	8.92474060824128	10.068506006006	2.97536344843946	4.41127384865634	18.9945963513244	23.302327551975	5
CNP0000460_P07N	CNP0000460	4583	TRUE	37	8.17046857833067	0.777205483566836	1.15228484993619	5.83885212763017	10.5020850290312	5.83885212763017	12.0564959961649	4.7136140285221	13.9318928280116	4.7136140285221	11.6273231281392	7.32778053842163	0.566537525419992	0.83994853518768	5.62816796216165	9.02739311468161	5.62816796216165	10.1604681655216	4.80793493285859	11.52752321436	4.80793493285859	9.84762614398467	8.17888799355359	3.25147028756299	4.82062984834089	17.9332988562426	22.6407775385763	5
CNP0000460_P07T	CNP0000460	4876	TRUE	37	8.47689184586541	0.73083410742559	1.08353464766918	6.28438952358864	10.6693941681422	6.28438952358864	12.1310623829934	5.22628790285787	13.8945650842113	5.22628790285787	11.7274957888729	7.59312224048305	0.502019027591158	0.74429341030665	6.08706515770958	9.09917932325653	6.08706515770958	10.1032173784388	5.3602420095631	11.3145892920163	5.3602420095631	9.826002471403	9.2278725268659	3.30331896491856	4.89750069738825	19.1378294216216	23.9203746190307	5
GSE222315_p1_BCa	GSE222315	8707	TRUE	13	8.30943074214033	0.660214422319697	0.978833902531183	6.32878747518124	10.2900740090994	6.32878747518124	11.6105028537388	5.37292903454678	13.2036002547962	5.37292903454678	11.2459324497339	7.51152464839087	0.445911284793149	0.661108070834322	6.17379079401142	8.84925850277031	6.17379079401142	9.74108107235661	5.5282004358879	10.8170650025625	5.5282004358879	9.49484886089383	1.39603232916973	0.515459957127901	0.764220932437826	2.94241220055343	3.68869512648321	5
GSE222315_p2_BCa	GSE222315	12863	TRUE	13	8.51579221050061	0.847698501418204	1.25679779820263	5.972696706246	11.0588877147552	5.972696706246	12.7542847175916	4.74539881589272	14.7997812015138	4.74539881589272	12.2861856051085	7.54433210805369	0.49353412665593	0.731713696180081	6.0637297280859	9.02493448802148	6.0637297280859	10.0120027413333	5.34919101951344	11.2029005889541	5.34919101951344	9.73947319659393	1.75761056863871	0.94717284320789	1.40427845734002	4.59912909826238	5.97044594065877	5
GSE222315_p2_NAT	GSE222315	9171	TRUE	13	7.87511928104029	0.273217321165127	0.405072000359418	7.05546731754491	8.69477124453567	7.05546731754491	9.24120588686593	6.65990327996204	9.90047928283738	6.65990327996204	9.09033528211855	6.97914527506881	0.187923812342625	0.278615844179176	6.41537383804094	7.54291671209668	6.41537383804094	7.91876433678193	6.14329774253128	8.37222449596469	6.14329774253128	7.81499280760634	0.564546480993602	0.252588075447675	0.374487080658722	1.32231070733663	1.68800772296977	5
GSE222315_p3_BCa	GSE222315	7782	TRUE	13	7.93128476152589	0.440703388349193	0.653386843566514	6.60917459647831	9.25339492657347	6.60917459647831	10.1348017032719	5.97112423082635	11.1982189793585	5.97112423082635	9.89144529222543	7.05444965813294	0.296066513701058	0.438948213213189	6.16625011702977	7.94264919923612	6.16625011702977	8.53478222663823	5.73760501849337	9.24919072419889	5.73760501849337	8.37129429777251	1.43852264498072	0.606655722395949	0.899427774024234	3.25848981216857	4.13680596705342	5
GSE222315_p4_BCa	GSE222315	5769	TRUE	13	8.19560956728878	0.552126660211575	0.818582986429681	6.53922958665405	9.8519895479235	6.53922958665405	10.9562428683466	5.73986060799973	12.2885244994372	5.73986060799973	10.6513585265778	7.41034709782102	0.415497111987953	0.61601601823334	6.16385576185716	8.65683843378488	6.16385576185716	9.48783265776079	5.562299043121	10.4904271889877	5.562299043121	9.25839515252104	1.50080139880519	0.605145330735326	0.897188467348194	3.31623739101116	4.19236680084977	5
GSE222315_p4_NAT	GSE222315	6297	TRUE	13	8.12207437536222	0.420422012719992	0.62331767605866	6.86080833720224	9.38334041352219	6.86080833720224	10.2241844389622	6.25212134718624	11.2386627556555	6.25212134718624	9.9920274035382	7.16626597413364	0.291033886857061	0.431486840654279	6.29316431356245	8.03936763470482	6.29316431356245	8.62143540841894	5.8718054521708	9.32370017740503	5.8718054521708	8.46072649609648	1.45538108004596	0.674606389313856	1.00017143279672	3.47920024798753	4.45589537843613	5
GSE222315_p5_BCa	GSE222315	6492	TRUE	13	8.41693074503696	0.680352898378334	1.00869120713572	6.37587204990196	10.457989440172	6.37587204990196	11.8186952369286	5.39085712362981	13.4603867807155	5.39085712362981	11.4430043664441	7.43691181605276	0.467272086091753	0.692777594839633	6.0350955577775	8.83872807432802	6.0350955577775	9.77327224651152	5.35857903153386	10.9007997902509	5.35857903153386	9.51524460057166	1.41748519187334	0.574558329187959	0.851840178854068	3.14116017943721	3.97300572843554	5
GSE222315_p5_NAT	GSE222315	5545	TRUE	13	7.82244472948932	0.304923878886288	0.45208014283681	6.90767309283046	8.73721636614818	6.90767309283046	9.34706412392076	6.46620430097889	10.0828454436734	6.46620430097889	9.17868515799975	7.0057890192535	0.227004121568326	0.3365563106372	6.32477665454852	7.68680138395848	6.32477665454852	8.14080962709513	5.9961200873419	8.6885705724395	5.9961200873419	8.0154579511651	1.42207053469852	0.523702990022372	0.776442053007169	2.99317950476564	3.75139669372003	5
GSE222315_p6_BCa	GSE222315	4991	TRUE	13	8.90544431878971	0.400660675170847	0.594019517008298	7.70346229327717	10.1074263443023	7.70346229327717	10.908747694644	7.12338576776482	11.8755419038312	7.12338576776482	10.6875028698146	7.95577578153419	0.284873081840726	0.422352831137061	7.10115653601201	8.81039502705637	7.10115653601201	9.38014119073782	6.688717288123	10.0675399372195	6.688717288123	9.22283427494537	1.24588285837033	0.64531762049939	0.956747904152396	3.1818357198685	4.11612657082752	5
GSE222315_p7_BCa	GSE222315	4728	TRUE	13	8.09879479635138	0.599018540565902	0.888104888243006	6.30173917465367	9.89585041804908	6.30173917465367	11.0938874991809	5.43448013162236	12.5393192375664	5.43448013162236	10.7631094610804	7.51207124583547	0.433008368901545	0.641978207733431	6.21304613913083	8.8110963525401	6.21304613913083	9.67711309034319	5.58613662263517	10.7219622845026	5.58613662263517	9.43800586903576	1.2219326006572	0.743339659258203	1.10207537881621	3.45195157843181	4.52815873710584	5
GSE222315_p8_BCa	GSE222315	6310	TRUE	13	8.7898123745969	0.568333427329708	0.842611139359026	7.08481209260778	10.494812656586	7.08481209260778	11.6314795112454	6.26197895651982	13.002868071392	6.26197895651982	11.317645792674	7.74738090260661	0.379432818119504	0.562547096143977	6.6090824482481	8.88567935696512	6.6090824482481	9.64454499320413	6.05973961417468	10.5601163833265	6.05973961417468	9.43502219103854	0.43956043956044	0.243363053080858	0.36081006249768	1.16964959880301	1.52199062705348	5
GSE222315_p9_BCa	GSE222315	5828	TRUE	13	8.6562592243953	0.608143104557519	0.901632966816978	6.83182991072274	10.4806885380679	6.83182991072274	11.6969747471829	5.95136032394437	13.1644240584802	5.95136032394437	11.3611581248462	7.93808872689695	0.384277874888721	0.569730377310017	6.78525510223079	9.09092235156311	6.78525510223079	9.85947810134055	6.2288975949669	10.786740613447	6.2288975949669	9.647279858827	2.17552594393757	1.46613926655867	2.17369807659988	6.57394374361357	8.69662017373721	5
GSM4006644_BC1	GSE135337	3135	TRUE	13	9.62331057957012	0.400844027796097	0.594291355610494	8.42077849618183	10.8258426629584	8.42077849618183	11.6275307185506	7.84043651273864	12.5947673576226	7.84043651273864	11.4061846464016	8.15104494568502	0.232780259589751	0.345120012867764	7.45270416691577	8.84938572445428	7.45270416691577	9.31494624363378	7.11568490708173	9.87664501002384	7.11568490708173	9.18640498428832	2.66414575455483	1.82390115568423	2.70411585341744	8.13584922160753	10.7764933148072	5
GSM4006645_BC2	GSE135337	4806	TRUE	13	8.91677434737132	0.34036409681234	0.504623809933975	7.8956820569343	9.93786663780833	7.8956820569343	10.618594831433	7.40290291756939	11.4398933970412	7.40290291756939	10.4306457771732	7.76089319585102	0.229876863773108	0.34081543823001	7.0712626045317	8.45052378717035	7.0712626045317	8.91027751471657	6.73844688116099	9.46497038700107	6.73844688116099	8.78333951054105	5.35813701019127	1.37680762088579	2.04125497872527	9.48855987284863	11.4819019463671	5
GSM4006646_BC3	GSE135337	3023	TRUE	13	9.0980671294934	0.357730386762951	0.530371071414751	8.02487596920455	10.1712582897822	8.02487596920455	10.8867190633082	7.50695391524915	11.7499224865672	7.50695391524915	10.6891803437377	7.7873820264847	0.203871903355497	0.30226048391486	7.17576631641821	8.39899773655119	7.17576631641821	8.80674154326219	6.88060057474012	9.298684446059	6.88060057474012	8.69416347822928	5.06288294098678	2.27364018501003	3.37089893829587	11.8838034960169	15.1755797558744	5
