orig.ident	dataset	n_cells	mt_qc_available	n_MT_features	count_median_log	count_MAD_old	count_MAD_standard	A_count_lower	A_count_upper	B_count_lower	B_count_upper	D_count_lower	D_count_upper	E_count_lower	E_count_upper	feature_median_log	feature_MAD_old	feature_MAD_standard	A_feature_lower	A_feature_upper	B_feature_lower	B_feature_upper	D_feature_lower	D_feature_upper	E_feature_lower	E_feature_upper	mt_median	mt_MAD_old	mt_MAD_standard	mt_cutoff_old	mt_cutoff_standard	hb_cutoff
GSM4006647_BC4	GSE135337	4920	TRUE	13	8.21093973337902	0.239597474687387	0.355227215971519	7.49214730931686	8.92973215744118	7.49214730931686	9.40892710681595	7.14525808546446	9.98707581323662	7.14525808546446	9.27662138129358	7.19218205871325	0.166643744074725	0.247066014965187	6.69225082648907	7.69211329093742	6.69225082648907	8.02540077908687	6.45098401381768	8.42751213353918	6.45098401381768	7.93338010360881	5.44216610202393	1.19507626547047	1.77182007118652	9.02739489843535	10.7576263155835	5
GSM4006648_BC5	GSE135337	8045	TRUE	13	8.98029807897082	0.237564211640649	0.352212700178426	8.26760544404887	9.69299071389276	8.26760544404887	10.1681191371741	7.92365997843554	10.7413615798629	7.92365997843554	10.0369361795061	7.65728279297819	0.152340724582019	0.225860358265301	7.20026061923213	8.11430496672425	7.20026061923213	8.41898641588828	6.97970171818229	8.7865845843047	6.97970171818229	8.33486386777409	3.95914764846804	1.17764976034606	1.74598353468907	7.49209692950623	9.19709825253526	5
GSM4751267_BC6	GSE135337	5863	TRUE	13	9.37330920025432	0.190956864818308	0.283112647779623	8.8004386057994	9.94617979470924	8.8004386057994	10.3280935243459	8.52397125691545	10.7888724391524	8.52397125691545	10.2226471435932	7.78364059622125	0.101312349538561	0.15020568942587	7.47970354760557	8.08757764483694	7.47970354760557	8.29020234391406	7.33302352794364	8.5346690433506	7.33302352794364	8.23425766449886	3.95926608726187	0.744831029581829	1.10428648445802	6.19375917600736	7.27212554063593	5
GSM4751268_BC7	GSE135337	5279	TRUE	13	8.71899052471085	0.233907387212845	0.346791092281764	8.01726836307231	9.42071268634938	8.01726836307231	9.88852746077507	7.67861724786556	10.4529459861197	7.67861724786556	9.75936380155614	7.46164039220858	0.165417024810359	0.245247280983838	6.9653893177775	7.95789146663965	6.9653893177775	8.28872551626037	6.72589854925706	8.68787679712776	6.72589854925706	8.19738223516009	6.89827543114221	1.25486457842904	1.86046222397889	10.6628691664293	12.4796621030789	5
GSM5329919_BCN	GSE135337	5744	TRUE	13	8.45254799792271	0.309030592125225	0.458168755884859	7.52545622154703	9.37963977429838	7.52545622154703	9.99770095854883	7.07804173026813	10.743391777347	7.07804173026813	9.82705426557728	7.2991214627108	0.217311840204832	0.322186534287685	6.6471859420963	7.9510569833253	6.6471859420963	8.38568066373496	6.33256185984775	8.91005413414922	6.33256185984775	8.26568106557385	5.30849739745396	2.60079955063674	3.85594541377404	13.1108960493642	16.8763336387761	5
HRA003620_BC-01	HRA003620	7339	TRUE	37	8.61776224633793	0.318476339440657	0.472173020854719	7.66233322801596	9.5731912646599	7.66233322801596	10.2101439435412	7.20124318377378	10.9786273506115	7.20124318377378	10.0342813089021	7.72223474470961	0.221705259314312	0.328700217459399	7.05711896676667	8.38735052265254	7.05711896676667	8.83076104128117	6.73613409233141	9.3657358320066	6.73613409233141	8.7083353970878	4.47468573405605	1.43882591335515	2.13320329914035	8.79116347412151	10.8742956314771	5
HRA003620_BC-04	HRA003620	4075	TRUE	37	9.58183496051319	0.419096856683788	0.621352999719385	8.32454439046183	10.8391255305646	8.32454439046183	11.6773192439321	7.71777596135504	12.6885999591101	7.71777596135504	11.4458939596713	8.37724123098879	0.24015922084447	0.356060060824011	7.65676356845538	9.0977188935222	7.65676356845538	9.57803733521114	7.30906104851676	10.1575415351088	7.30906104851676	9.44542141346083	7.48066298342541	2.75709883957142	4.08767473954858	15.7519595021397	19.7436872020712	5
HRA003620_BC-05	HRA003620	7024	TRUE	37	8.90225148743194	0.78460252711052	1.16325170669406	6.54844390610038	11.2560590687635	6.54844390610038	12.8252641229845	5.41249636734977	14.7185100209022	5.41249636734977	12.3920066075141	8.00252674230042	0.542767874499954	0.804707650733631	6.37422311880056	9.63083036580028	6.37422311880056	10.7163661148002	5.58840379009953	12.0260649959686	5.58840379009953	10.4166496945013	5.22248904650959	2.68062555825752	3.97429545267259	13.2643657212821	17.1453754045274	5
HRA003620_BC-11	HRA003620	7804	TRUE	37	8.39671903158609	0.32175867247023	0.477039407804363	7.4314430141754	9.36199504899678	7.4314430141754	10.0055123939372	6.965600808173	10.7819160706079	6.965600808173	9.82783725499917	7.61677580869837	0.227211855020737	0.336864296253745	6.93514024363616	8.29841137376058	6.93514024363616	8.75283508380206	6.60618291993714	9.3010972899671	6.60618291993714	8.62736869745961	2.50807688990694	0.831508017159956	1.23279378624135	5.00260094138681	6.206458248631	5
HRA003620_BC-24	HRA003620	8336	TRUE	37	8.57499028568827	0.524185089038649	0.7771568130087	7.00243501857232	10.1475455528042	7.00243501857232	11.1959157308815	6.24351984666217	12.4607743507318	6.24351984666217	10.9064607247144	7.80220931624712	0.37586814760249	0.557262115635451	6.67460487343965	8.92981375905459	6.67460487343965	9.68155005425957	6.13042296934076	10.5885198944244	6.13042296934076	9.47399566315347	8.57510041811668	3.53114008421266	5.23526828885369	19.1685206707547	24.2809052846777	5
HRA003620_BC-27	HRA003620	5209	TRUE	36	8.89027283938025	0.448812488486498	0.665409395430081	7.54383537392075	10.2367103048397	7.54383537392075	11.1343352818127	6.89404465309	12.2173198165307	6.89404465309	10.8865010256705	7.95892649305011	0.300698966888758	0.445816288309273	7.05682959238384	8.86102339371638	7.05682959238384	9.4624213274939	6.62147762812229	10.1880079345965	6.62147762812229	9.29637535797793	4.17931773530988	1.84094084397563	2.72937889527826	9.70214026723676	12.3674544211447	5
HRA003620_BC-30	HRA003620	9330	TRUE	36	8.56015688626005	0.499774742770251	0.740966033631174	7.0608326579493	10.0594811145708	7.0608326579493	11.0590306001113	6.33725878536653	12.2649870544159	6.33725878536653	10.7830549871536	7.77254214581918	0.341782563336161	0.506726828402192	6.74719445581069	8.79788983582766	6.74719445581069	9.48145496249998	6.2523616606126	10.3061762878301	6.2523616606126	9.29272263102576	3.20063501021887	1.50444638960619	2.23049221723013	7.71397417903743	9.89211166190927	5
HRA003620_NC-01	HRA003620	2021	TRUE	37	9.30937089543914	0.273383910607732	0.405318985867024	8.48921916361594	10.1295226272623	8.48921916361594	10.6762904484778	8.09341393783807	11.3359658247743	8.09341393783807	10.5253278530402	8.04782935745784	0.164383003320101	0.243714240722382	7.55468034749754	8.54097836741814	7.55468034749754	8.86974437405835	7.31668663529069	9.26640056106975	7.31668663529069	8.77897207962499	4.64682731478285	1.27829476877656	1.89519982418813	8.48171162111254	10.3324267873473	5
HRA003620_NC-04	HRA003620	6505	TRUE	37	9.12739345115526	0.393734981987182	0.583751484294195	7.94618850519371	10.3085983971168	7.94618850519371	11.0960683610912	7.37613899827267	12.0461508726262	7.37613899827267	10.8786479040378	7.87016594646984	0.25191484859315	0.373488954524204	7.1144214006904	8.62591049224929	7.1144214006904	9.12974018943559	6.74969908289723	9.73761071909086	6.74969908289723	8.99063281004246	4.1564967695621	1.57003060414856	2.32772737371066	8.86658858200778	11.1396788906941	5
HRA003620_NC-05	HRA003620	6468	TRUE	37	8.58709224923321	0.583702269113206	0.865396984187239	6.83598544189359	10.3381990565728	6.83598544189359	11.5056035947992	5.99090129667149	12.9140771701694	5.99090129667149	11.1832832017949	7.6508823635698	0.383228653427524	0.568174801571648	6.50119640328723	8.80056832385237	6.50119640328723	9.56702563070742	5.94635795885486	10.491756371428	5.94635795885486	9.35540676828474	3.16610459783996	1.09847726088241	1.62860238698426	6.46153638048718	8.05191175879273	5
HRA003620_NC-11	HRA003620	7111	TRUE	37	8.65921345143667	0.352988235404506	0.523340357810721	7.60024874522315	9.71817815765019	7.60024874522315	10.4241546284592	7.0891923780045	11.2759152404903	7.0891923780045	10.2292345248688	7.69302574841789	0.225083416132036	0.333708672757357	7.01777550002178	8.368275996814	7.01777550002178	8.81844282907807	6.69189973014582	9.36156911220467	6.69189973014582	8.69415176668996	3.17675398976212	1.02721047884105	1.52294225592974	6.25838542628528	7.74558075755135	5
HRA003620_NC-24	HRA003620	4356	TRUE	37	8.99838394129576	0.722752886717753	1.07155342984774	6.8301252811425	11.166642601449	6.8301252811425	12.6121483748845	5.78372365175254	14.3561510905345	5.78372365175254	12.213044230839	7.9206280922156	0.444650432525479	0.659238731262275	6.58667679463917	9.25457938979204	6.58667679463917	10.143880254843	5.94291189842878	11.216821748527	5.94291189842878	9.89834428600243	7.16730902726571	3.46966923763681	5.14413161172034	17.5763167401762	22.5997038624267	5
HRA003620_NC-27	HRA003620	8207	TRUE	37	8.48528964240323	0.607134305899905	0.900137321927199	6.66388672470351	10.3066925601029	6.66388672470351	11.5209611719028	5.78487767662163	12.9859762520392	5.78487767662163	11.1857016081848	7.59085212368858	0.425358648627736	0.630636732455481	6.31477617780537	8.86692806957179	6.31477617780537	9.71764536682726	5.69894192632214	10.744035785966	5.69894192632214	9.48276232105502	5.23955628982771	2.5339285842	3.75680251893492	12.8413420424277	16.5099638466325	5
HRA003620_NC-30	HRA003620	11490	TRUE	37	8.50238407061222	0.387957625065041	0.575185974921429	7.3385111954171	9.66625694580734	7.3385111954171	10.4421721959374	6.77682614584793	11.3783139452194	6.77682614584793	10.2279419953765	7.54697411751653	0.266617435435906	0.395287009777274	6.74712181120881	8.34682642382425	6.74712181120881	8.88006129469606	6.3611130881847	9.5234091664029	6.3611130881847	8.73283514684835	3.28165794421354	0.959969675898932	1.42325104148776	6.16156697191033	7.55141106867681	5
T4091568	InhouseData	6982	FALSE	0	8.41227692278897	0.529584716499944	0.785162300682816	6.82352277328914	10.0010310722888	6.82352277328914	11.0602005052887	6.05679002074052	12.3380884262031	6.05679002074052	10.7677638248374	7.60439634879634	0.341767747822097	0.50670486292104	6.57909310533005	8.62969959226263	6.57909310533005	9.31323508790682	6.08428176003322	10.1379206634015	6.08428176003322	9.12451093755946	0	0	0	NA	NA	5
T4295396	InhouseData	6567	FALSE	0	8.13211877295581	0.272577387233286	0.404123234312069	7.31438661125595	8.94985093465566	7.31438661125595	9.49500570912223	6.9197490700196	10.1527349445162	6.9197490700196	9.34448847589201	7.5076900778199	0.190339092452901	0.282196738470671	6.9366728004612	8.07870735517861	6.9366728004612	8.45938554008441	6.66109986240789	8.91867377017326	6.66109986240789	8.35428029323192	0	0	0	NA	NA	5
T4380845	InhouseData	3510	FALSE	0	8.53934597692414	0.377257544449204	0.55932203540039	7.40757334357653	9.67111861027175	7.40757334357653	10.4256336991702	6.86137987072297	11.3359561539261	6.86137987072297	10.2173120831253	7.76387128782022	0.252396625056274	0.374203236308432	7.0066814126514	8.52106116298905	7.0066814126514	9.02585441310159	6.64126157889492	9.63488746936238	6.64126157889492	8.88648099674552	0	0	0	NA	NA	5
T4398343	InhouseData	9618	FALSE	0	7.98718474823347	0.38628228869139	0.572702121213855	6.8283378821593	9.14603161430764	6.8283378821593	9.91859619169042	6.26907838459191	10.8506953543027	6.26907838459191	9.70529111187504	7.4730690880322	0.2578291093021	0.382257437451293	6.6995817601259	8.2465564159385	6.6995817601259	8.7622146345427	6.32629677567832	9.38435627528866	6.32629677567832	8.61984140038608	0	0	0	NA	NA	5
T4450398	InhouseData	13400	FALSE	0	8.27461194620955	0.511997508851573	0.759087506623343	6.73861941965483	9.81060447276427	6.73861941965483	10.8345994904674	5.99734942633952	12.0700494793263	5.99734942633952	10.5518744660796	7.60638738977265	0.34867971261261	0.516952541919455	6.56034825193482	8.65242652761048	6.56034825193482	9.3497859528357	6.05552976401429	10.1911500993699	6.05552976401429	9.15724501553102	0	0	0	NA	NA	5
T4463209a	InhouseData	8336	FALSE	0	8.63914526690666	0.559375485402562	0.829330094657838	6.96101881069898	10.3172717231143	6.96101881069898	11.4360226939195	6.15115498293315	12.7857957401959	6.15115498293315	11.1271355508802	7.86172707782398	0.26835288470269	0.397859986860208	7.05666842371591	8.66678573193205	7.05666842371591	9.20349150133743	6.66814711724336	9.85102701212502	6.66814711724336	9.0553070384046	0	0	0	NA	NA	5
T4463209b	InhouseData	5274	FALSE	0	8.00336283506832	0.356942600810775	0.529203099962056	6.93253503263599	9.07419063750064	6.93253503263599	9.78807583912219	6.41575353518215	10.6493783348786	6.41575353518215	9.59097213495448	7.36264527041782	0.256723643372767	0.380618473664464	6.59247434029952	8.13281620053613	6.59247434029952	8.64626348728166	6.22078984942443	9.26573763874015	6.22078984942443	8.50450069141122	0	0	0	NA	NA	5
T4465219	InhouseData	12964	FALSE	0	8.22897764335831	0.53366838629197	0.791216749516474	6.6279724844824	9.82998280223422	6.6279724844824	10.8973195748182	5.85532739480889	12.1850613909407	5.85532739480889	10.6026278919077	7.64873978895624	0.365265205823216	0.5415421941535	6.55294417148659	8.74453540642589	6.55294417148659	9.47506581807232	6.02411320649574	10.3564507597237	6.02411320649574	9.27336637141674	0	0	0	NA	NA	5
T4465935	InhouseData	4940	FALSE	0	8.48260174664662	0.392895059258138	0.582506214856116	7.3039165688722	9.66128692442103	7.3039165688722	10.4470770429373	6.73508310207827	11.3951328209272	6.73508310207827	10.230120391215	7.81136593718523	0.250915814407319	0.372007786440291	7.05861849396327	8.56411338040719	7.05861849396327	9.06594500922182	6.69534257786436	9.67140486938668	6.69534257786436	8.9273892965061	0	0	0	NA	NA	5
T4466585	InhouseData	3774	FALSE	0	8.26165549727229	0.664110510315799	0.984610242594204	6.2693239663249	10.2539870282197	6.2693239663249	11.5822080488513	5.30782476948968	13.1847067102433	5.30782476948968	11.2154862250549	7.53289092669518	0.555977674046415	0.824292499541214	5.86495790455593	9.20082394883442	5.86495790455593	10.3127792969272	5.06001342807154	11.6543534244012	5.06001342807154	10.0057684253188	0	0	0	NA	NA	5
